Station,Date,Time,RH,Temp,WD,WS,PREC,NO,NO2,NOX,O3,PM10
3,2019/11/28,1,65.0,15.1,77.0,1.45,0.0,0.0,14.0,13.7,56.9,50.0
3,2019/11/28,2,69.0,14.2,101.0,2.4,0.0,0.4,17.8,18.4,54.3,58.5
3,2019/11/28,3,42.5,20.6,214.5,1.75,0.0,0.1,6.2,6.4,97.3,63.4
3,2019/11/28,4,75.5,17.3,310.5,2.45,0.0,0.0,21.5,21.5,67.1,66.6
3,2019/11/29,1,86.5,16.4,204.5,0.5,0.0,0.0,11.2,10.9,67.1,39.4
3,2019/11/29,2,83.0,14.3,82.5,2.5,0.0,0.2,13.1,13.4,50.2,45.8
3,2019/11/29,3,48.5,21.9,158.5,2.0,0.0,0.0,6.6,6.5,100.5,28.5
3,2019/11/29,4,82.5,17.4,274.5,2.45,0.0,0.0,14.0,13.7,73.4,40.3
3,2019/11/30,1,69.0,15.6,54.0,1.6,0.0,0.0,6.4,6.0,76.3,26.0
3,2019/11/30,2,76.0,13.9,83.0,1.5,0.0,0.0,4.6,4.3,67.0,25.3
3,2019/11/30,3,29.0,23.1,127.0,1.8,0.0,0.0,3.8,3.7,98.0,33.7
3,2019/11/30,4,52.0,18.6,38.0,1.5,0.0,0.1,39.7,39.9,36.4,17.2
3,2019/12/01,1,52.0,17.3,101.5,1.15,0.0,0.0,8.2,7.9,70.1,27.3
3,2019/12/01,2,46.5,16.7,76.5,1.9000000000000001,0.0,0.0,9.0,8.9,69.4,24.1
3,2019/12/01,3,54.0,21.2,275.5,5.6,0.0,1.3,9.0,11.1,72.0,68.4
3,2019/12/01,4,76.0,17.6,273.5,1.2,0.0,0.0,14.1,14.2,56.7,17.0
3,2019/12/02,1,98.0,14.7,277.0,3.05,0.1,0.0,3.8,3.6,60.8,22.5
3,2019/12/02,2,79.0,14.8,205.0,0.85,0.0,0.1,7.9,8.1,49.4,14.8
3,2019/12/02,3,62.5,17.6,301.5,6.15,0.0,0.1,2.9,3.1,69.1,12.2
3,2019/12/02,4,60.5,15.3,342.5,3.8,0.0,0.0,7.8,7.9,58.5,12.9
3,2019/12/03,1,63.0,14.3,333.5,2.85,0.0,0.0,15.2,15.1,45.1,11.4
3,2019/12/03,2,72.5,12.5,79.5,2.15,0.0,0.6,15.3,16.2,36.2,15.0
3,2019/12/03,3,46.0,17.5,276.5,3.4000000000000004,0.0,0.4,6.2,7.0,75.3,15.2
3,2019/12/03,4,56.5,15.8,60.0,0.55,0.0,0.0,17.9,17.6,58.1,29.1
3,2019/12/04,1,58.0,15.2,38.5,1.4,0.0,0.0,12.5,12.2,52.4,23.0
3,2019/12/04,2,66.0,13.4,78.0,1.7,0.0,0.1,15.1,15.3,42.5,17.7
3,2019/12/04,3,51.0,19.1,184.0,1.3,0.0,0.5,6.5,7.3,74.2,14.4
3,2019/12/04,4,70.0,16.2,193.5,0.6499999999999999,0.0,0.8,34.4,35.5,37.5,32.6
3,2019/12/05,1,79.5,15.1,133.5,1.05,0.0,0.0,15.1,15.0,49.9,26.2
3,2019/12/05,2,82.0,13.4,56.0,2.4000000000000004,0.0,0.4,18.0,18.8,36.1,20.8
3,2019/12/05,3,77.5,17.3,224.5,6.5,0.0,0.1,4.8,5.1,65.9,19.7
3,2019/12/05,4,80.0,15.8,322.0,2.4,0.0,0.0,9.9,9.7,53.2,12.9
3,2019/12/06,1,72.5,14.5,330.5,3.75,0.0,0.0,17.1,16.8,46.2,16.6
3,2019/12/06,2,70.0,14.1,173.0,1.6,0.0,0.1,10.5,10.5,56.5,14.7
3,2019/12/06,3,55.5,16.1,315.0,3.95,0.0,1.3,15.9,17.9,55.0,16.7
3,2019/12/06,4,64.5,13.3,334.0,3.55,0.0,0.0,11.5,11.1,59.7,13.8
3,2019/12/07,1,63.0,13.1,322.0,4.15,0.0,0.0,6.1,5.7,65.4,12.7
3,2019/12/07,2,61.5,12.2,337.0,3.25,0.0,0.1,13.9,14.1,54.4,14.8
3,2019/12/07,3,44.5,16.7,321.0,4.85,0.0,0.7,6.3,7.5,75.4,9.5
3,2019/12/07,4,59.5,13.5,300.0,2.6,0.0,0.1,16.7,16.9,60.5,19.1
3,2019/12/08,1,71.0,12.1,74.0,2.4,0.0,0.0,9.9,10.0,57.1,22.9
3,2019/12/08,2,83.0,11.9,92.5,3.25,0.0,0.5,13.5,14.3,48.7,21.7
3,2019/12/08,3,75.0,15.2,67.5,2.2,0.0,1.2,10.2,12.0,56.8,18.2
3,2019/12/08,4,92.5,13.2,131.5,1.8499999999999999,0.1,0.1,19.5,19.6,37.7,45.1
3,2019/12/09,1,97.5,12.1,85.0,3.1,0.0,0.0,4.0,3.8,53.6,5.2
3,2019/12/09,2,98.5,12.2,96.5,3.0999999999999996,0.0,0.1,11.1,11.2,41.5,14.5
3,2019/12/09,3,82.0,15.3,131.5,2.9,0.0,0.1,11.1,11.2,55.5,12.1
3,2019/12/09,4,89.0,14.0,279.5,1.7,0.0,0.0,19.1,16.5,49.0,21.6
3,2019/12/10,1,97.5,11.8,78.5,2.15,0.0,0.0,9.6,6.4,44.4,11.1
3,2019/12/10,2,98.0,10.8,96.5,2.4,0.0,0.3,10.0,10.5,34.5,14.0
3,2019/12/10,3,79.5,16.8,109.5,2.7,0.0,0.6,5.9,6.9,59.6,13.3
3,2019/12/10,4,91.0,14.5,38.0,1.85,0.2,3.8,35.0,40.7,15.6,20.8
3,2019/12/11,1,82.0,13.7,83.5,4.5,0.0,0.0,8.5,8.3,47.2,12.4
3,2019/12/11,2,84.5,13.3,110.5,2.95,0.0,0.0,10.9,11.0,39.7,17.5
3,2019/12/11,3,57.5,18.0,96.0,6.050000000000001,0.0,0.0,10.9,11.0,39.7,20.2
3,2019/12/11,4,61.5,16.9,71.5,3.4,0.0,0.0,10.7,10.5,65.1,28.7
3,2019/12/12,1,66.0,15.7,88.0,2.85,0.0,0.0,9.6,9.3,51.7,22.4
3,2019/12/12,2,82.0,12.9,85.5,3.15,0.0,0.5,12.5,13.3,31.6,19.7
3,2019/12/12,3,52.0,18.0,112.0,3.55,0.0,1.2,6.9,8.7,63.4,21.5
3,2019/12/12,4,97.0,12.3,99.0,2.45,0.0,0.1,20.2,20.4,41.2,11.8
3,2019/12/13,1,98.0,12.0,122.5,1.2,0.0,0.0,7.4,7.5,52.1,7.5
3,2019/12/13,2,98.5,11.3,190.5,2.2,0.5,0.0,7.6,7.2,52.0,21.6
3,2019/12/13,3,91.0,11.1,76.5,4.2,0.0,0.0,14.0,14.1,48.9,103.7
3,2019/12/13,4,92.5,12.4,63.0,1.7,0.4,0.0,11.6,11.3,52.4,283.1
3,2019/12/14,1,71.5,13.4,114.0,4.199999999999999,0.0,0.0,7.8,7.4,64.3,167.1
3,2019/12/14,2,80.5,12.9,82.0,3.0,0.0,0.0,5.4,5.1,58.9,121.0
3,2019/12/14,3,39.5,16.2,184.0,5.05,0.0,0.0,3.2,3.2,85.1,68.3
3,2019/12/14,4,44.5,13.7,76.0,2.3499999999999996,0.0,0.0,15.0,14.6,70.8,39.2
3,2019/12/15,1,50.0,12.4,82.5,3.6500000000000004,0.0,0.0,5.6,5.2,74.0,48.3
3,2019/12/15,2,57.5,11.6,89.5,2.45,0.0,0.0,12.2,12.2,52.8,56.1
3,2019/12/15,3,42.5,15.7,97.0,5.15,0.0,0.3,7.0,7.5,75.2,56.7
3,2019/12/15,4,38.5,14.9,97.0,1.3,0.0,0.0,14.3,14.2,64.1,33.1
3,2019/12/16,1,39.0,14.9,199.0,1.1,0.0,0.0,8.3,8.2,64.0,29.5
3,2019/12/16,2,58.5,12.4,96.5,2.1,0.0,0.5,18.6,19.5,42.2,31.5
3,2019/12/16,3,43.0,17.0,256.5,2.7,0.0,2.9,15.3,19.9,65.1,37.1
3,2019/12/16,4,58.5,14.3,186.5,1.8,0.0,0.0,26.0,26.0,53.5,50.6
3,2019/12/17,1,72.5,13.0,299.5,3.4,0.0,0.0,13.6,13.5,56.2,58.4
3,2019/12/17,2,72.0,12.5,102.0,1.05,0.0,0.9,30.0,31.4,36.0,52.1
3,2019/12/17,3,63.5,17.8,278.5,5.25,0.0,3.4,19.4,24.6,67.4,55.3
3,2019/12/17,4,71.5,15.3,313.0,2.55,0.0,3.4,19.4,24.6,59.8,33.8
3,2019/12/18,1,71.5,14.9,344.0,1.2,0.0,3.4,19.4,24.6,58.8,18.5
3,2019/12/18,2,89.5,10.6,74.0,2.8,0.0,1.5,25.3,27.7,28.8,45.8
3,2019/12/18,3,46.0,19.1,129.0,1.25,0.0,0.9,11.2,12.6,80.8,25.0
3,2019/12/18,4,59.0,16.6,158.5,0.5,0.0,0.0,27.9,28.0,46.8,37.0
3,2019/12/19,1,60.5,13.4,90.0,2.95,0.0,0.0,12.1,12.2,57.2,29.3
3,2019/12/19,2,49.0,13.1,92.0,4.1,0.0,0.2,19.7,20.1,48.4,27.3
3,2019/12/19,3,27.5,19.5,98.0,4.35,0.0,0.1,4.0,4.3,83.3,14.4
3,2019/12/19,4,32.0,16.8,71.0,2.5999999999999996,0.0,0.0,10.8,10.5,72.1,32.0
3,2019/12/20,1,34.5,14.5,96.0,4.4,0.0,0.0,3.8,3.3,67.5,20.0
3,2019/12/20,2,36.0,14.0,91.0,7.300000000000001,0.0,0.0,2.6,2.4,75.3,13.0
3,2019/12/20,3,20.5,20.2,89.5,5.65,0.0,0.3,3.6,4.1,88.1,16.6
3,2019/12/20,4,28.0,17.2,98.5,3.75,0.0,0.0,5.7,5.4,85.4,26.6
3,2019/12/21,1,30.0,14.3,108.5,5.199999999999999,0.0,0.0,3.0,2.7,82.0,15.3
3,2019/12/21,2,40.5,12.0,94.5,3.4,0.0,0.0,3.7,3.5,72.1,19.1
3,2019/12/21,3,23.5,20.4,109.5,2.5,0.0,0.2,4.0,4.3,92.9,17.4
3,2019/12/21,4,31.0,17.3,75.0,0.8,0.0,0.0,16.4,16.4,72.6,35.7
3,2019/12/22,1,35.5,13.3,88.0,2.7,0.0,0.0,11.4,11.6,60.4,40.0
3,2019/12/22,2,34.0,12.6,72.5,2.7,0.0,0.9,18.2,19.7,51.8,29.7
3,2019/12/22,3,20.0,20.2,125.5,2.7,0.0,0.4,5.5,6.2,90.9,19.7
3,2019/12/22,4,19.5,17.5,66.0,1.45,0.0,0.0,25.7,25.6,64.9,30.5
3,2019/12/23,1,28.5,14.9,90.5,3.4,0.0,0.0,4.7,4.4,74.1,20.7
3,2019/12/23,2,32.0,14.2,103.0,4.7,0.0,0.0,8.0,7.9,66.3,20.3
3,2019/12/23,3,26.0,18.7,113.0,2.25,0.0,0.7,6.8,8.0,79.3,31.2
3,2019/12/23,4,72.5,15.0,104.0,1.5,0.0,0.0,33.4,33.5,58.0,64.0
3,2019/12/24,1,70.5,13.0,80.5,2.7,0.0,0.0,14.4,14.3,71.3,48.0
3,2019/12/24,2,59.5,11.3,82.5,3.7,0.0,0.2,21.7,22.2,51.6,47.8
3,2019/12/24,3,41.0,18.3,199.5,8.3,0.0,0.2,4.4,4.8,77.7,47.2
3,2019/12/24,4,52.5,16.7,178.5,2.35,0.0,0.0,11.5,11.2,71.4,110.2
3,2019/12/25,1,50.0,15.2,189.0,5.8,0.0,0.0,4.6,4.1,65.1,225.2
3,2019/12/25,2,57.5,13.4,186.5,8.15,0.0,0.0,4.4,4.1,63.0,419.7
3,2019/12/25,3,98.5,10.1,290.0,3.8499999999999996,1.2,0.1,8.3,8.4,61.4,93.3
3,2019/12/25,4,98.5,10.5,264.0,4.05,0.1,0.0,6.8,6.9,64.0,180.2
3,2019/12/26,1,97.0,10.8,244.5,5.9,0.6,0.0,1.2,0.7,69.6,15.6
3,2019/12/26,2,98.5,9.9,198.0,3.95,0.7,0.2,7.3,7.6,62.3,27.5
3,2019/12/26,3,96.0,11.0,96.0,1.25,0.0,1.4,13.2,15.3,57.9,6.8
3,2019/12/26,4,88.0,11.2,226.5,6.35,0.1,0.0,6.3,6.4,65.6,19.6
3,2019/12/27,1,86.0,9.8,251.5,6.4,0.0,0.0,2.5,2.4,73.4,14.0
3,2019/12/27,2,94.5,9.3,277.0,3.8,1.1,0.0,4.5,4.2,61.0,12.3
3,2019/12/27,3,85.0,11.4,126.5,3.45,0.0,0.7,12.3,13.4,46.4,15.6
3,2019/12/27,4,96.5,9.9,107.5,2.45,0.0,0.0,10.5,10.3,43.6,16.0
3,2019/12/28,1,97.0,9.7,81.0,2.6,0.0,0.0,6.0,5.8,45.4,12.5
3,2019/12/28,2,96.0,9.7,78.0,2.7,0.0,0.0,3.5,3.2,45.7,9.6
3,2019/12/28,3,96.5,10.9,108.5,2.2,0.0,0.1,6.3,6.5,47.5,10.5
3,2019/12/28,4,97.0,10.3,87.5,2.9,0.0,0.0,7.8,7.5,51.6,8.1
3,2019/12/29,1,87.5,11.0,91.5,2.45,0.0,0.0,5.5,5.2,54.7,11.2
3,2019/12/29,2,83.0,10.5,77.5,4.0,0.0,0.0,13.0,13.0,44.7,19.7
3,2019/12/29,3,74.0,12.4,97.0,3.7,0.0,0.5,9.3,10.2,55.9,20.3
3,2019/12/29,4,78.0,11.6,77.0,3.1500000000000004,0.0,0.3,29.7,30.3,37.7,42.6
3,2019/12/30,1,69.5,11.5,56.0,3.6,0.0,0.0,5.5,5.2,68.2,16.8
3,2019/12/30,2,69.0,10.0,89.5,4.25,0.0,0.1,15.2,15.4,46.7,26.0
3,2019/12/30,3,77.5,12.1,116.5,4.35,0.4,0.4,9.4,10.0,62.4,24.3
3,2019/12/30,4,60.0,12.7,229.0,2.25,0.0,0.0,15.9,15.7,65.0,36.5
3,2019/12/31,1,56.0,12.0,324.0,1.1,0.0,0.0,8.1,8.0,68.8,33.6
3,2019/12/31,2,71.0,9.4,51.0,2.3,0.0,0.0,11.7,11.7,48.0,31.0
3,2019/12/31,3,57.0,13.5,190.0,2.4,0.0,0.1,9.1,9.3,70.0,68.8
3,2019/12/31,4,54.0,12.1,95.0,0.6,0.0,0.1,9.1,9.3,70.0,68.8
3,2020/01/01,1,80.0,9.7,68.0,2.65,0.0,0.1,9.1,9.3,70.0,68.8
3,2020/01/01,2,82.0,9.3,66.5,2.55,0.0,0.1,9.1,9.3,70.0,68.8
3,2020/01/01,3,86.5,12.3,62.0,0.95,0.0,3.5,21.2,26.5,42.5,43.9
3,2020/01/01,4,85.5,11.4,57.5,2.0,0.0,1.0,30.6,32.3,31.1,28.2
3,2020/01/02,1,85.5,10.6,90.0,2.55,0.0,0.0,11.9,11.5,39.1,15.1
3,2020/01/02,2,87.5,10.4,92.5,2.7,0.0,0.3,12.6,13.0,36.9,13.8
3,2020/01/02,3,96.0,10.6,30.0,1.1,0.8,2.9,29.7,34.3,36.2,32.6
3,2020/01/02,4,96.5,9.9,78.0,2.65,0.0,0.3,32.1,32.6,26.4,10.0
3,2020/01/03,1,90.0,10.1,97.5,2.8,0.0,0.0,9.2,9.1,45.7,12.2
3,2020/01/03,2,81.5,9.9,130.0,3.75,0.0,0.0,6.7,6.5,58.2,21.0
3,2020/01/03,3,89.5,9.7,153.0,5.4,0.0,0.4,6.2,6.9,66.1,19.1
3,2020/01/03,4,70.0,10.4,105.5,3.2,0.0,0.0,10.9,10.6,60.0,20.2
3,2020/01/04,1,65.0,9.9,157.0,7.1,0.0,0.0,5.4,4.9,63.6,27.3
3,2020/01/04,2,98.0,6.1,107.5,3.8,1.5,0.0,3.5,3.4,58.9,47.4
3,2020/01/04,3,82.5,9.5,79.5,2.7,0.0,0.5,4.2,5.0,56.5,33.7
3,2020/01/04,4,98.5,8.8,61.5,2.05,0.0,0.0,15.7,15.8,36.1,41.2
3,2020/01/05,1,99.0,9.1,137.0,2.2,0.1,0.1,10.2,10.5,39.2,22.3
3,2020/01/05,2,85.5,11.2,275.5,2.8,0.0,1.3,15.5,17.6,57.6,10.7
3,2020/01/05,3,98.5,10.7,205.5,2.7,0.0,0.8,16.5,17.8,47.7,9.5
3,2020/01/05,4,99.0,10.5,172.5,2.25,0.2,0.0,11.4,11.3,56.7,12.6
3,2020/01/06,1,99.0,10.0,94.5,2.3,1.0,0.0,8.2,8.0,57.2,10.0
3,2020/01/06,2,88.5,8.8,101.0,3.8,0.0,0.1,7.9,8.0,55.8,21.6
3,2020/01/06,3,54.0,13.3,107.5,5.05,0.0,0.4,5.5,6.2,74.2,16.4
3,2020/01/06,4,63.0,11.3,83.0,3.6,0.0,0.0,17.3,16.9,60.9,25.6
3,2020/01/07,1,65.0,10.6,99.0,3.45,0.0,0.0,6.9,6.5,61.8,22.2
3,2020/01/07,2,68.5,9.8,85.0,4.15,0.0,0.0,11.2,11.2,56.6,24.7
3,2020/01/07,3,65.0,13.1,112.0,3.3499999999999996,0.0,0.2,6.0,6.4,67.1,25.7
3,2020/01/07,4,77.0,10.2,130.5,2.95,0.0,0.0,10.7,10.5,66.9,36.9
3,2020/01/08,1,84.5,9.2,166.0,5.45,0.1,0.0,5.7,5.5,55.7,106.8
3,2020/01/08,2,91.5,7.9,147.5,5.050000000000001,0.1,0.2,10.3,10.5,45.1,40.7
3,2020/01/08,3,99.0,7.9,143.0,5.4,0.3,0.0,10.6,10.6,49.8,6.4
3,2020/01/08,4,98.0,9.6,143.5,1.75,0.1,0.0,14.0,13.8,57.8,7.3
3,2020/01/09,1,99.0,8.9,102.5,1.25,0.0,0.0,9.7,9.5,50.8,12.1
3,2020/01/09,2,98.0,8.8,85.0,1.5,0.0,0.0,14.8,14.5,48.1,6.4
3,2020/01/09,3,96.5,8.4,136.5,1.85,0.5,0.2,10.1,10.1,63.9,8.7
3,2020/01/09,4,98.0,7.4,89.0,2.9,0.0,0.0,18.3,18.1,55.3,13.2
3,2020/01/10,1,98.0,8.0,78.5,3.45,0.0,0.0,5.2,4.7,55.0,9.6
3,2020/01/10,2,93.5,8.3,77.0,2.8,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/10,3,78.0,8.3,197.0,1.0,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/10,4,89.0,8.3,285.0,4.6,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/11,1,89.0,8.3,132.0,1.1,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/11,2,77.0,8.3,286.0,2.6,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/11,3,58.0,8.3,326.0,4.8,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/11,4,74.0,8.3,292.0,1.9,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/12,1,77.0,8.3,282.0,0.7,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/12,2,90.0,8.3,89.0,2.0,0.0,0.0,7.9,7.8,49.4,9.3
3,2020/01/12,3,76.5,13.4,219.5,2.25,0.0,0.0,12.5,12.4,65.7,24.2
3,2020/01/12,4,92.0,12.0,266.5,2.45,0.0,0.2,30.6,30.7,47.1,29.2
3,2020/01/13,1,89.5,11.8,268.5,2.65,0.0,0.0,12.2,10.6,53.4,12.6
3,2020/01/13,2,97.0,12.0,277.5,3.75,0.1,0.3,10.6,11.0,55.8,16.2
3,2020/01/13,3,80.0,14.6,313.5,4.6,0.0,0.4,5.4,6.1,65.7,13.5
3,2020/01/13,4,82.5,12.8,309.5,2.45,0.0,0.2,16.5,16.8,53.4,17.7
3,2020/01/14,1,87.5,11.8,309.0,1.55,0.0,0.0,6.3,5.9,58.9,14.1
3,2020/01/14,2,99.0,8.9,90.0,3.8499999999999996,0.0,0.9,12.4,13.9,37.5,27.3
3,2020/01/14,3,65.0,14.4,114.5,5.15,0.0,0.6,6.7,7.6,68.1,25.8
3,2020/01/14,4,64.0,13.2,78.5,3.8499999999999996,0.0,0.0,16.4,16.4,53.8,22.0
3,2020/01/15,1,58.0,12.8,90.0,3.75,0.0,0.0,4.9,4.8,62.0,11.6
3,2020/01/15,2,52.5,13.6,97.5,5.75,0.0,0.1,6.7,6.9,68.4,13.6
3,2020/01/15,3,43.5,16.7,108.5,5.5,0.0,0.7,6.4,7.5,75.3,18.0
3,2020/01/15,4,49.5,15.7,92.5,4.9,0.0,0.0,7.8,7.8,66.5,27.3
3,2020/01/16,1,66.0,12.8,95.5,5.55,0.2,0.0,4.3,4.2,65.1,20.1
3,2020/01/16,2,68.5,12.9,81.5,5.15,0.0,0.0,7.8,7.7,64.7,7.3
3,2020/01/16,3,52.5,15.9,97.0,10.149999999999999,0.0,0.3,5.7,6.3,68.0,12.6
3,2020/01/16,4,37.0,16.8,99.0,10.3,0.0,0.0,4.9,4.8,74.9,18.0
3,2020/01/17,1,44.0,13.5,120.5,5.15,0.0,0.0,4.5,4.2,66.8,49.2
3,2020/01/17,2,56.5,10.5,111.0,3.4000000000000004,0.0,0.0,7.7,7.6,53.6,35.1
3,2020/01/17,3,56.0,12.7,110.5,4.85,0.0,0.3,8.8,9.4,63.2,57.0
3,2020/01/17,4,96.0,8.9,112.0,4.15,0.1,0.0,8.3,8.2,56.9,47.7
3,2020/01/18,1,82.0,9.1,90.5,2.7,0.0,0.0,6.1,6.0,58.6,27.7
3,2020/01/18,2,81.5,8.8,94.0,1.9,0.0,0.0,5.7,5.7,51.9,33.5
3,2020/01/18,3,61.5,14.0,278.5,4.05,0.0,0.4,6.6,7.2,75.8,26.3
3,2020/01/18,4,84.0,11.7,97.5,1.2,0.0,0.1,16.2,16.5,49.4,39.5
3,2020/01/19,1,94.5,10.7,109.0,1.55,0.0,0.0,10.0,10.1,44.4,40.6
3,2020/01/19,2,98.5,9.9,128.0,2.15,0.2,0.2,8.6,8.8,53.2,8.5
3,2020/01/19,3,95.0,11.5,178.0,4.3,0.6,0.7,11.0,12.2,53.2,2.3
3,2020/01/19,4,96.5,11.0,270.5,1.9,0.0,0.3,25.3,25.8,43.9,16.6
3,2020/01/20,1,97.0,10.7,200.5,1.1,0.0,0.0,5.0,4.6,61.3,15.3
3,2020/01/20,2,99.0,9.8,140.0,1.2,0.0,0.1,17.6,17.8,31.0,17.0
3,2020/01/20,3,90.0,11.6,275.0,3.85,1.8,1.0,11.0,12.7,59.9,2.5
3,2020/01/20,4,97.0,9.9,275.0,2.85,0.0,1.0,11.0,12.7,50.0,10.5
3,2020/01/21,1,94.5,8.2,303.5,2.75,0.0,1.0,11.0,12.7,70.6,6.2
3,2020/01/21,2,95.5,6.2,311.5,3.6,0.0,1.0,11.0,12.7,64.1,7.5
3,2020/01/21,3,84.5,8.3,297.0,5.85,0.0,1.0,11.0,12.7,69.0,2.5
3,2020/01/21,4,85.5,8.7,322.0,8.55,0.0,1.0,11.0,12.7,70.0,20.7
3,2020/01/22,1,69.5,8.6,192.0,0.8500000000000001,0.0,1.0,11.0,12.7,37.9,18.3
3,2020/01/22,2,91.0,7.5,130.5,1.35,0.0,1.0,11.0,12.7,50.7,19.2
3,2020/01/22,3,76.0,11.5,257.5,4.8,0.0,2.6,12.4,16.4,58.8,16.1
3,2020/01/22,4,70.0,9.9,315.5,4.4,0.0,0.2,8.1,8.5,64.8,16.3
3,2020/01/23,1,63.0,8.7,252.5,0.8500000000000001,0.0,0.0,9.5,9.4,59.7,19.5
3,2020/01/23,2,74.5,8.1,158.0,1.15,0.0,0.0,8.9,9.0,54.3,20.7
3,2020/01/23,3,55.0,13.6,259.5,4.85,0.0,1.4,7.2,9.4,73.0,14.5
3,2020/01/23,4,78.5,11.0,271.5,3.55,0.0,0.7,14.2,15.3,60.2,15.4
3,2020/01/24,1,95.0,11.0,248.5,8.149999999999999,0.1,0.0,2.9,2.7,71.9,17.2
3,2020/01/24,2,78.0,8.2,327.5,4.25,0.0,0.0,4.2,4.2,69.3,8.5
3,2020/01/24,3,61.5,10.6,319.5,6.6,0.0,1.9,8.1,11.0,65.8,0.0
3,2020/01/24,4,52.5,8.6,318.5,4.3,0.0,0.0,3.5,3.4,71.4,18.5
3,2020/01/25,1,44.0,8.5,322.0,3.7,0.0,0.0,2.5,2.3,69.6,15.8
3,2020/01/25,2,76.5,4.9,98.0,2.8,0.0,0.0,5.1,5.1,47.3,20.0
3,2020/01/25,3,45.0,12.1,236.5,2.1,0.0,1.0,5.8,7.3,69.4,15.2
3,2020/01/25,4,61.5,9.3,295.0,1.85,0.0,0.0,13.7,13.8,61.4,25.8
3,2020/01/26,1,68.0,7.7,83.5,2.1,0.0,0.0,6.0,6.0,64.0,20.4
3,2020/01/26,2,71.0,7.4,62.5,1.4500000000000002,0.0,0.3,12.8,13.3,53.5,12.0
3,2020/01/26,3,56.5,12.9,274.0,5.15,0.0,0.8,6.0,7.3,82.5,15.0
3,2020/01/26,4,71.5,10.6,302.5,3.1,0.0,0.0,13.1,13.2,66.4,19.7
3,2020/01/27,1,75.0,10.7,178.0,1.25,0.0,0.0,4.0,3.7,69.2,16.0
3,2020/01/27,2,84.0,8.4,78.0,2.1500000000000004,0.0,0.4,19.3,19.9,40.5,13.7
3,2020/01/27,3,66.5,12.8,113.5,3.8,0.0,0.7,9.4,10.5,74.7,14.1
3,2020/01/27,4,65.0,12.3,66.0,1.6,0.0,0.8,40.3,41.5,47.0,53.7
3,2020/01/28,1,59.0,12.0,99.0,5.199999999999999,0.0,0.0,6.6,6.2,73.1,31.8
3,2020/01/28,2,55.5,10.6,108.5,3.35,0.0,0.7,10.2,11.3,62.7,23.2
3,2020/01/28,3,56.0,15.1,217.5,2.6500000000000004,0.0,1.8,16.1,19.0,70.4,31.6
3,2020/01/28,4,77.0,12.5,277.0,2.45,0.0,0.8,26.1,27.3,49.7,30.1
3,2020/01/29,1,97.0,10.0,296.0,2.25,1.2,0.0,2.9,2.6,74.1,16.2
3,2020/01/29,2,96.5,10.7,184.5,1.15,0.0,0.5,11.8,12.6,54.3,12.1
3,2020/01/29,3,70.5,14.8,262.0,6.05,0.0,0.6,4.7,5.7,75.3,10.7
3,2020/01/29,4,83.0,12.5,283.5,3.4000000000000004,0.0,0.8,23.1,24.4,53.0,24.2
3,2020/01/30,1,80.5,11.9,113.0,1.0499999999999998,0.0,0.0,5.5,5.5,67.4,26.5
3,2020/01/30,2,92.0,10.5,68.5,2.55,0.0,1.2,21.0,22.9,37.8,17.6
3,2020/01/30,3,74.5,14.2,118.0,2.25,0.0,0.3,6.9,7.4,65.3,20.4
3,2020/01/30,4,84.0,13.2,229.0,3.65,0.0,0.0,9.2,9.0,74.4,26.6
3,2020/01/31,1,84.0,11.9,126.0,0.7,0.0,0.0,9.9,9.7,66.7,28.8
3,2020/01/31,2,96.0,11.2,239.0,6.4,0.0,0.0,4.8,4.8,69.5,10.8
3,2020/01/31,3,52.0,13.1,281.0,13.5,0.0,0.5,3.0,3.8,77.8,22.3
3,2020/01/31,4,55.0,11.1,277.0,6.9,0.0,0.1,5.6,5.8,76.7,23.7
3,2020/02/01,1,54.5,11.5,289.0,8.75,0.0,0.0,1.2,1.0,79.0,14.3
3,2020/02/01,2,65.5,11.5,284.0,5.699999999999999,0.0,0.0,1.3,1.1,74.4,14.8
3,2020/02/01,3,63.5,14.0,284.0,10.55,0.0,0.1,2.2,2.3,78.2,16.6
3,2020/02/01,4,98.0,12.1,271.0,5.6,0.0,0.1,5.2,5.5,66.9,16.9
3,2020/02/02,1,94.0,11.6,229.5,0.9,0.1,0.0,4.1,4.0,58.0,21.4
3,2020/02/02,2,99.0,10.6,80.0,2.0999999999999996,0.0,0.9,19.1,20.6,30.9,13.7
3,2020/02/02,3,83.5,14.4,114.0,1.8,0.0,0.1,4.4,4.6,69.9,2.7
3,2020/02/02,4,94.5,13.1,186.5,1.2999999999999998,0.0,0.0,12.4,12.0,58.1,20.1
3,2020/02/03,1,90.0,11.5,75.5,2.7,0.0,0.0,7.0,6.9,56.9,25.0
3,2020/02/03,2,87.0,10.6,100.0,2.5,0.0,0.2,12.3,12.6,41.3,19.7
